Completion_Time,Feedback_Rating,Attendance,Performance_Score
5.48,2.909313072,59.66,44.44
4.29,2.46,97.7,79.21
1.84,1,60.14,58.95
6.86,3.73,90.41,76.41
3.68,2.89,68.45,61.68
4.76,2.77,99.28,48.69
2.28,1.37,68.41,65.17
3.94,1,67.58,48.18
3.72,2.37,81.87,65.16
1.59,4.48,98.08,95.49
1.81,3.68,61.96,82.19
6.2,3.33,0.82,57.85
2.05,1,87.73,66.65
1.86,2.78,78.17,63.64
4.16,2.2,87.79,56.7
5.52,5,92.99,81.76
1.63,2.34,74.3,62.77
4.08,2.38,80.99,74.89
1.41,2.909313072,76.87,74.22
1.28,1,0.4,72.25
1.32,5,94.5,87.87
5.77,2.63,67.78,56.12
1.62,1,60.41,70.36
1,4.97,4.03,86.4
3.17,4.57,60.4,67.76
5.65,1.21,74.92,49.51
2.65,4.04,95.18,80.74
3.89,5,57.09,74.83
1,1.91,9.35,64.34
3.22,2.909313072,58.31,66.31
4.68,2.03,95.04,49.7
4.79,2.909313072,80.09,53.22
2.63,3.04,51.59,66.27
2.78,4,81.66,93.3
1.3,4.33,62.76976795,100
2.81,2.08,53.96,52.95
1.75,1.68,2.28,79.91
6.07,4.93,95.77,72.54
6.98,1.8,50.48,28.03
7,3.86,48.88,63.5
6.12,5,73.75,62.33
5,3.61,67.35,77.94
4.92,1,81.38,45.85
2.33,1,52.64,52.63
4.98,5,87.65,76.8
3.6,2.68,50.22,69.36
3.958567264,4,65.35,78.26
5.72,1,75.2,41.9
2.52,1.39,68.85,71.62
2.98,2.28,65.37,74.67
6.35,1.94,91.54,41.53
1.62,2.85,96.74,89.3
3.72,4.24,93.69,75.71
6.51,1.57,53.17,40.92
4.18,1.89,94.21,63.88
4.57,5,8.63,80.2
2.62,1,70.46,73.14
2.75,2.43,64.17,84.53
5.83,3.97,54.91,40.56
4.12,1.07,73.95,59.65
4.17,5,97.31,95.84
3.958567264,5,78.05,97.72
1,1.92,0,69.9
6.97,5,55.64,55.28
3.65,1.8,3.21,52.12
4.16,1,73.22,49.6
1.4,2.909313072,97.56,75.87
5.19,1.08,68.04,45.86
6.69,3.28,93.87,75.31
3.97,2.84,31.23,63.02
1.47,5,80.85,100
4.05,4.65,80.03,70.62
5.67,1,92.99,63.12
3.958567264,2.8,8.56,69.62
3.958567264,5,59.5,68.48
4.72,3.64,60.98,71.23
6.23,4.85,65.02,75.21
5.06,5,57.68,74.51
1.48,1,51.85,53.95
2.91,5,76.72,84.28
2.49,5,76.43,94.24
6.78,5,92.2,80.77
5.73,1.64,97.44,56.23
4.86,4.62,76.93,60.26
3.958567264,2.72,96.5,90.63
2.34,2.79,86.26,72.77
5.74,5,42.08,60.44
3.41,2.83,96.42,65.14
1.89,1.33,83.37,72.25
4.9,1.77,70.7,63.69
1.68,2.92,5.88,87.63
3.23,1,70.07,72.78
4.14,4.57,55.71,62.44
1.93,1,48.71,74.48
6.71,3.24,91.2,47.76
2.43,2.79,86.44,58.91
1.99,3.38,61.46,61.78
2.4,2.33,97.83,87.76
6.06,4.94,62.76976795,67.88
3.42,2.48,66.63,49.2
3.93,1,62.76976795,43.38
1.54,3.8,5.01,82.42
1,2.02,8.73,70.5
3.87,4,81.16,86.92
6.27,3.66,66.61,73.24
6.12,2.11,99.48,60.25
1.85,1,90.4,77.49
4.06,2.09,62.76976795,64.19
6.77,1,86.19,45.29
2.9,1,52.7,62.02
6.14,3.3,36.04,41.27
1.98,4.9,89.25,92.39
6.6,4.66,74.13,57.69
5.7,1.8,48.97,41.04
3.958567264,3.49,76.3,62.31
5.29,1,83.79,58.18
3.64,2.84,48.03,78.43
6.58,2.66,67.84,38.88
2.68,1.21,78.57,80.14
2.75,4,95.49,99.37
5.69,1.09,98.82,49.19
5.15,2.94,61.36,43.98
6.44,1.77,26.23,36
2.03,1.8,83.83,66.32
5.68,2.31,70.73,48.95
3.958567264,5,51.21,67.08
1.25,2.65,67.34,95.79
3.74,1,90.34,64.46
2.62,2.17,54.27,81.58
3.18,4.35,74.73,81.92
6.92,4.69,62.76976795,57.62
4.67,1,62.76976795,59.1
5.26,1.57,60.97,45.32
6.78,3.75,76.3,48.87
3.02,2.4,50.55,56.07
5.6,4.98,53.5,71.43
3.3,3.05,66.8,77.36
6.06,1,83.74,47.01
2.2,2.15,81.92,61.93
6.58,5,69.04,64.84
2.52,4.74,50.36,73.68
3.45,5,62.61,79.11
5.42,2.83,61.41,40.99
3.32,2.91,1.47,63.16
4.31,2.16,62.76976795,64.92
3.56,2.44,82.35,84.92
5.68,1,87.79,48
2.09,3.56,66.08,65.27
1.03,3.43,74.48,78.26
2.68,4,97.29,98.2
4.17,5,72.47,92.4
2.13,2.97,62.76976795,98.99
3.59,5,90.5,97.87
3.8,2.62,79.7,51.12
1,1,64.87,68.64
4.04,1.39,73.88,54.86
6.21,1.4,88.74,55.92
1.93,4,62.76976795,96.39
4.61,3.57,74.87,82.79
4.62,3.35,89.78,55.09
3.14,1.48,63.05,67.71
4.76,3.67,56.11,70.68
3.81,2.65,62.76976795,68.16
4.48,2.21,97.18,53.29
1,2.63,0.84,79.99
4.86,3.3,81.76,61.34
4.56,2.31,81.21,64.26
1.61,1.75,6.82,68.98
3.67,1,69.51,53.86
6.63,5,85.35,77.23
3.32,2.17,98.6,75.45
3.87,3.69,58.4,64.43
3.958567264,2.82,70.52,73.64
5.48,3.22,54.75,39.47
4.49,1,62.12,47.55
6.24,5,68.84,65.56
5.79,1.84,44.69,50.91
4.04,5,61.53,76.85
3.68,1,61.38,55.63
3.2,2.73,88.89,60.2
7,2.87,98.13,56.3
5.61,1,66.18,42.52
1.72,3.83,84.4,89.74
6.46,4.36,62.9,53.87
4.13,4.49,63.74,93
1.23,5,83.65,95.68
4.56,1.52,90.13,54.85
3.78,5,1.72,71.74
6.3,4.37,79.93,59.79
2.26,3.48,53.34,88.15
6.22,4,24.77,69.83
4.67,4.1,63.12,66.04
1.17,1.86,62.76976795,78.87
3.958567264,3.35,85.32,61.28
4.39,2.99,30.27,47.89
2.48,3.33,78.37,67.04
4.04,3.27,58.52,70.71
5.84,1.74,57.02,41.97
2.42,1.8,51.45,59.28
2.23,1.8,42.01,53.91
2.18,1.43,72.04,79.64
2.33,2.25,68,63.21
6.01,3.01,82.42,71.92
3.84,2.3,73.51,58.61
2.72,1,98.17,77.8
2.34,3.43,46.07,72.19
3.38,1.6,87.01,86.3
6.91,2.22,62.86,49
3.4,5,75.44,86.04
6.61,5,77.63,67.11
3.71,5,66.46,80.12
3.958567264,5,73.59,97.01
6.59,4.4,63.96,54.98
3.41,2.95,50.3,66.4
4.94,4.77,60.78,68.41
7,3.58,85,60.81
1.51,2.56,15.63,96.39
1.96,2.87,26.4,80.48
3.958567264,5,70.4,80.54
2.59,2.909313072,51.87,56.37
1.89,2.33,33.58,88.7
1,3.59,6.8,95.51
1,3.57,6.69,86.94
5.53,1.3,60.29,51.9
3.958567264,3.94,62.87,86.43
3.88,2.6,90.84,93.25
4.52,3.47,60.45,52.65
3.12,2.909313072,11.79,69.13
1.36,4.17,9.42,78.67
5.93,5,78.06,75.86
1.39,1.92,8.23,83.56
5.56,1.8,94.99,54.79
6.83,4.13,60.99,51.09
4.01,5,87.07,76.4
4.26,2.909313072,57.95,46.22
3.8,3.21,62.76976795,78.93
2.84,4.52,93.53,95.21
6.53,2.4,72.9,64.96
6.42,1,55.18,42.65
3.45,4.77,91.02,93.75
3.958567264,2.909313072,56.8,61.8
7,1,85.29,42.64
7,1,56.18,38.11
4.5,1,52.41,58.18
3.55,5,62.76976795,76.43
2.32,1,56.35,51.78
7,1,62.99,34.61
2.15,2.03,55.18,77.7
4.19,2.34,75.67,63.99
2.96,4.93,53.49,76.04
2.75,2.98,61.17,78.54
3.04,2,72,52.53
6.99,4,73.7,72.72
1.76,1,62.76976795,69.48
4.48,3.01,85.28,65.89
1.79,5,52.36,75.96
1.46,2.47,54.03,62.24
3.87,5,53.04,83.71
4.51,3.75,71.16,68.45
2.55,1.03,52.09,46.42
2.74,5,87.3,90.54
1.67,3.15,61.15,75.37
3.24,4.6,63.54,91.56
6.48,2.9,74.32,51.4
6.57,2.34,48.31,68.18
2.67,1,8.78,58.12
4.43,1.07,85.66,59.69
6.5,1,51.9,52.57
1.48,1,0.42,73.28
5.77,3.62,71.11,60.66
6.76,2.37,90.43,59.31
1.94,1.89,69,64.12
1.79,1.81,25.53,58.33
6.93,3.68,62.97,57.14
4.49,2.34,64.46,79.9
1,1.58,4.71,78.09
2.21,3.06,60.64,72.76
3.7,1,34.74,49.22
5.02,1.49,65.26,59.47
5.17,2.65,83.95,44.76
7,1,94.47,54.93
3.958567264,5,83.73,84.21
4.59,3.67,30.55,90.82
3.958567264,3.33,77.18,65.96
3.87,3.86,53.45,70.82
2.3,2.909313072,0.48,74.91
7,4,40.08,75.59
6.01,1,66.39,52.94
3.98,2.909313072,61.03,52.33
4.71,3.55,73.31,79.42
2.65,1,83.32,64.42
4.61,1,69.25,49.38
4.75,1.8,90.13,52.86
4.49,3.37,86.93,84.29
7,1.84,3.04,32.79
4.76,5,99.26,82.41
2.92,2.61,64.76,61.84
5.95,1.82,82.24,38.68
2.07,2.909313072,92.77,82.77
3.63,1,9.1,61.15
3.39,5,58.11,83.83
3.18,4.52,38.76,76.68
5.8,2.75,79.52,58.77
3.89,1,52.78,40.05
6.21,1.62,99.29,76.44
4.26,4.17,90,83.55
2.76,2.88,93.44,86.39
6.26,3.32,84.71,79.27
2.08,3.4,59.3,57.48
2.54,5,51.55,87.86
3.83,3.09,93.23,69.34
2.64,2.65,69.82,50.92
1.17,4,3.98,88.36
4.81,5,78.08,86.43
4.54,3.42,71.04,71.42
3.3,1.73,82.58,55.75
6.69,1.81,74.19,43.35
4.36,3.67,84.86,68.2
6.31,4.39,62.76976795,80.56
1.75,2.4,59.78,64.16
4.02,2.3,45.85,79.99
6.66,1.17,49.63,51.6
4.42,2.23,62.76976795,79.55
5.15,2.68,7.16,77.85
3.18,4.31,62.76976795,63.92
1.27,2.26,82.67,73.53
3.35,5,70.96,82.64
3.02,3.92,71.97,77.79
5.87,5,94.72,73.98
2.16,2.49,8.42,75.73
3.958567264,3.21,82.24,44.79
6.87,4,52.9,57.29
2.62,1.58,84.79,62.55
2.59,5,49.6,92.23
6.79,2.8,39.22,42.49
3.958567264,3.74,60.98,58.56
4.12,1.94,65.07,71.23
2.79,2.07,71.34,66.03
3.958567264,2.04,60.59,59.31
4.8,1.99,51.67,61.48
2.96,1.23,70.7,74.51
5.08,4.33,90.86,79.97
1.14,3.03,69.38,72.58
1.29,3.57,3.1,87.91
3.41,3.81,60.49,79.32
3.18,1.41,70.83,52.73
2.49,3.4,96.38,76.07
3.87,2.73,78.32,69.28
3.34,1.42,95.1,70.2
3.958567264,1.29,95.1,78.94
2.95,2.75,97.21,88.52
6.92,1,68.74,49.24
3.08,5,50.16,71.08
3.37,2.74,96.7,97.16
4.21,2.26,56.87,64.3
6.89,2.45,62.76976795,49.42
2.68,2.08,52.77,48.77
5.05,3.46,62.76976795,70.1
4.93,1.94,81.04,50.87
4.58,3.26,37.58,72.36
1.19,4.72,51.28,91
5.31,4.98,73.82,69.63
1.05,2.9,72.11,85.44
4.56,1.78,87.84,65.51
5.63,1.8,63.98,44
3.958567264,3.19,60.88,79.73
5.63,1.94,6,35.93
1.24,5,4.51,90.85
5.61,1.8,79.96,44.08
3.85,5,73.58,86.23
2.56,3.23,66.84,63.36
1.63,1.06,68.72,78.74
6.71,2.909313072,68.55,53.07
1.87,1.83,98.62,87.99
2.16,1,29.52,70.93
3.59,1.87,90.9,75.78
4.38,1.25,85.41,57.13
4.48,3.55,62.76976795,56.97
1.9,4.04,5.24,82.45
3.11,2.26,8.45,77.33
3.958567264,3.55,62.76976795,69.78
2.06,4,70.27,95.06
3.1,3.8,77.76,72.1
5.65,1.8,62.66,43.56
2.23,3.71,51.77,64.68
3.61,5,91.8,92.47
3.958567264,1,94.82,58.46
6.49,2.72,25.63,53.72
6.53,3.99,89.35,58.01
5.9,1.48,87.06,47.39
2.8,3.27,58.92,83.02
1.3,2.909313072,71.09,78.83
3.31,1.98,31.46,66.28
2.34,3.31,88,95.02
4.23,3.35,91.88,77.92
5.91,5,54.74,69.23
5.92,3.32,78.15,59.94
5.6,5,88.09,72.89
3.03,5,89.31,88.71
4.67,1,29.03,41.24
3.28,3.1,76.28,83.57
1.82,3.25,92.88,86.6
5.45,2.08,65.93,38.26
1.29,2.83,0,84.49
3.2,2.13,90.22,55.65
2.55,3.74,54.47,73.48
5.46,3.99,92.97,73.28
5.66,2.909313072,65.56,76.34
3,2.53,62.76976795,49.36
6.15,4.22,61.71,54.8
2.67,3.45,28.6,53.77
3.32,2.46,62.76976795,68.53
5.66,2.909313072,84.64,75.02
5.11,3.69,60.7,64.05
7,3.26,96.74,75.73
2.29,3.41,75.82,86.19
4.69,1.11,73,42.23
4.33,1,71.71,61.62
6.73,1.75,84.63,61.79
2.01,4.59,33.26,80.86
5.41,1,56.43,44.02
4.4,3.01,55.57,68.98
2.7,2.43,71.42,69.31
3.59,1.56,53.7,57.65
2.88,5,76.47,89.66
4.27,4.23,82.37,62.82
6.22,1.91,6.39,33.05
4.42,2.03,90.02,48.33
4.46,5,83.49,81.69
4,4.64,82.52,84.71
1.2,3.55,71.04,83.04
2.19,2.26,98.1,82
4.45,5,63.71,79.56
2.43,5,78.89,77.28
2.23,4.18,41.39,89.98
3.69,3.06,87.24,84.89
3.28,4.12,52.39,56.86
2.96,1.91,52.29,63.09
3.68,1.8,90.54,56.56
2.12,1.17,71.71,64.68
6.32,5,67.06,64.96
5.85,5,80.38,74.75
5.07,4.7,85.09,74.91
1.48,3.66,24.42,73.47
5.56,1,22.7,41.16
5.72,1,97.91,47.89
5.52,3.3,79.48,59.98
1.89,2.909313072,6.86,75.91
3.958567264,5,90.07,75.03
5.53,2.63,76.26,37.2
4.45,5,24.62,80.28
4.83,1.46,24.83,56.79
3.31,5,69.84,77.18
3.8,2.94,1.53,74.1
1.22,1,4.32,62.33
4.56,5,62.76976795,73.53
1.87,1.84,94.66,95.26
3.28,2.91,56.09,64.36
2.28,3.86,81.48,73.85
4.22,1.15,38.49,49.45
2.29,3.42,80.29,84.98
5.28,4,7.96,79.39
5.62,2.97,55.08,31.69
1.5,1.05,79.12,66.66
1.61,4.41,84.15,96.65
1.58,1,84.01,73.97
6.41,1.62,81.85,62.65
4.25,2.94,75.01,63.47
3.57,3.19,37.67,69.43
1.21,4.26,51.26,75.53
5.16,1.2,84.51,54.61
6.3,1,82.74,37.71
6.31,3.78,62.76976795,71.44
4.52,3.78,20.16,67.46
1.6,3.48,60.53,81.76
1.29,3.37,63.01,85.92
1.09,1.8,9.79,76.46
2.7,2.69,61.14,63.87
2.14,3.23,45.37,89.53
2.38,1,62.6,69.59
3.61,3.03,55.54,56.37
6.84,1.8,2.54,44.74
4.51,1.8,94.63,53.43
6.39,2.909313072,16.21,43.09
5.27,5,62.76976795,80.79
1.83,4.47,49.08,94.96
5.42,3.59,66.2,68.73
2.6,5,35.07,95.55
5.18,5,80.72,84.35
2.84,3.91,55.36,75.05
6.53,1,53.72,30.34
2.96,2.19,65.93,86.85
3,3.45,65.97,64.7
6.45,1.87,8.7,38.51
1,1.73,0.89,75.47
5.36,2.86,64.15,57.54
3.958567264,3.09,72.22,57.23
5.94,1.8,68.39,43.11
6.44,1.81,0,58.78
6.95,5,80.18,72.66
1,3.08,82.68,80.93
6.06,2.51,60.53,64.26
5.05,1.8,30.83,48.54
4.87,3.27,51.06,38.91
1.45,4.1,33.2,75.39
4.5,2.65,63.25,62.52
6.7,1.64,53.27,50.88
6.44,3.18,80.13,68.38
3.77,5,99.91,85.77
1,5,0,94.31
3.38,1,91.06,69.31
6.17,1.8,55.94,37.88
5.15,2.2,44.36,69.59
3.6,2.24,82.16,58.36
1.67,2.96,95.14,81.38
3.84,1.63,55.7,54.92
4.29,1.59,65.77,61.18
6.44,1.24,54.54,35.2
5.26,1.8,70.37,42.03
2.46,3.43,95.58,81.63
4.06,2.44,89.08,74.31
1.37,2.83,86.15,88.73
6.78,2.64,76.65,59.1
3.958567264,2.909313072,94.17,60.03
3.54,1,72.47,59.98
3.5,3.12,57.48,50.41
3.958567264,5,91.88,82.82
5.37,2.909313072,63.98,69.37
4.79,2.61,52.68,46.65
2.74,2.909313072,56.3,58.45
2.8,3.87,80.45,95.26
1.76,4.98,47.43,85.88
5.17,5,32.38,75.76
1,1.86,0,74.02
4.29,2.64,62.76976795,55.11
6.42,3.94,96.03,70.83
6.36,2.74,79.25,62.13
3.42,3.52,62.76976795,80.46
3.74,1.21,87.65,77.97
1.42,3.05,62.89,76.91
5.21,4.74,65.51,65.53
5.43,2.909313072,51.46,46.05
2.56,2.21,50.95,58.04
3.64,5,32.41,85.98
6.28,3.04,52.33,53.08
6.65,1.19,55.4,50.3
2.4,5,56.31,75.16
4.14,4.8,73.16,89.5
1.75,3.54,86.55,72.63
1.45,3.51,62.76976795,82.56
6.04,3.37,77.32,73.71
6.22,2.22,48.42,69.81
5.87,2.92,62.76976795,62.19
1.21,1,6.24,72.13
5.82,2.1,57.33,49.12
3.25,4.23,57.69,73.2
3.4,4,73.25,85.67
4.66,5,89.52,88.75
1.32,1,85.2,70.49
5.66,2.51,35.87,52.08
4.25,2.66,75.52,61.13
3.958567264,5,72.2,96.16
1.65,2.71,71.19,80.44
2.19,3.43,77.13,71.44
1,2.7,99.1,72.11
4.04,1.26,90.65,68.69
5.64,1,95.19,42.21
1,2.909313072,0,86.71
1.46,2.01,62.76976795,85.67
4.14,3.64,54.24,59.52
6.31,4.32,63.16,54.36
2.75,5,72.09,89.36
2.93,2.95,82.1,66.9
4.3,2.8,75.04,56.27
2.4,5,95.16,95.61
1,3.24,4.3,99.52
5.2,3.28,3.76,69.37
5.11,2.58,92.65,52.5
4.67,1,74.09,48.48
5.83,1,50.35,39.62
4.65,1,89.25,56.36
2.2,2.1,30.08,81.06
2.84,1,59.06,69.47
1.98,1.92,83.54,90.2
2.25,1,93.76,78.37
5.38,2.38,99.72,64.22
5.69,2.93,75.9,76.57
6.6,1,54.66,32.33
4.3,1.51,0,51.85
1.64,1,66.18,70.02
1.21,1.24,55.18,56.14
5.66,3.76,90.77,59.96
4.27,3.31,64.84,57.64
4.61,2.78,98.79,74.67
5.59,3.27,85.13,75.11
5.49,3.98,58.67,56.34
5.65,2.73,73.8,37.22
1,3.28,73.34,88.02
5.62,2.02,74.63,43.76
6.18,1.47,43.35,61.65
2.37,4.54,31.43,75.04
5.19,1.8,84.32,56.66
2.71,5,74.36,88.17
6.62,2.64,89.55,71.37
1.12,5,4.1,96.74
4.3,2.02,61.53,51.74
2.06,4.15,62.76976795,71.1
5.16,4,85.16,75.92
1.82,3.08,69.16,73.91
2.81,5,72.33,90.53
3.78,1.84,62.98,44.9
6.69,1.81,57.83,28.42
2.12,4.84,64.37,84.44
1.81,2.05,66.4,88.47
5.29,3.96,36.86,68.75
4.25,5,82.77,86.69
6.71,1,63.66,32.09
1.4,1,52.55,61.64
4.44,3.61,68.66,75.86
2.82,1.8,92.78,67.27
3.958567264,3.53,74.92,84.3
5.11,4.72,98.24,71.5
4.55,1,50.82,48.78
5.84,1,0,47.11
2.5,2.909313072,59.67,64.57
3.84,5,52.78,87.28
3.41,3.63,76.82,82.99
7,3.29,80.2,62.16
2.28,1,87.76,82.19
2.86,1,86.3,65.33
3.19,1.28,52.17,47.03
4.73,1,90.13,66.88
2.69,1,0,53.9
6.87,2.64,46.93,37.17
2.98,2.53,76.88,71.44
6.28,2.47,80.62,51.91
1.26,1,17.74,53.58
5.07,3.16,70.87,69.69
6.81,2.2,66.78,52.22
1.58,2.91,67.52,54.6
6.87,4,54.57,61.27
3.33,3,57.99,50.86
6.2,5,58.09,65.43
5.24,1,68.66,36.59
2.99,3.53,94.72,91.86
3.958567264,1.8,60.3,55.71
3.18,2.03,45.33,80.19
3.958567264,3.25,65.58,76.19
1.47,4.75,62.76976795,92.42
1.99,1.61,52.51,65.62
3.54,2.88,59.83,51.64
5.54,3.87,3.54,63.2
3.958567264,2.89,99.65,66.43
2.17,5,78.54,94.84
5.05,1.8,56.95,42.47
2.47,1,63.61,69.12
1.37,2.89,58.39,82.28
1.79,3.37,56.23,62.88
3.958567264,3.47,89.86,51.22
6.04,4.84,74.79,66.59
2.85,4.94,81.56,82.75
4.95,2.69,32.65,78.02
4.41,3.3,9.94,64.25
4.78,4.63,62.88,61.99
5.25,1.45,0.46,52.1
4.31,1.03,9.53,59.36
2.4,3.8,21.77,78.9
1.4,3.96,3.75,72.72
3.38,3.51,92.61,74.7
6.07,2.41,56.02,46.63
4.8,1.85,94.87,80.89
6.16,4.47,53.97,72.32
6.95,4.47,67.45,57.78
1.69,3.69,42.32,73.21
4.99,3.92,77.97,77.55
5.12,4.36,23.61,59.64
6.54,1.04,89.95,40
6.89,1,98.66,40.9
5.03,2.75,59.06,36.59
2.44,1,94.76,81.29
5.4,4,77.84,71.7
1.25,2.05,0,79.61
6.14,1,58.8,52.88
6.94,5,53.66,74.39
3.23,4,52.99,78.58
5.07,2.66,94.16,78.72
3.74,2.87,83.71,65.06
3.25,1,68.51,52.5
2.66,1,59.52,47.99
5.38,2.23,90.83,47.77
6.72,2.97,80.16,46.98
6.72,2.21,68.02,52.79
2.47,1,40.98,61
6.54,1.34,62.76976795,42.8
5.78,1,66.95,49.86
2.91,2.53,54.48,76.83
1.7,2.46,95.56,89.25
2.44,3,69.37,70.19
6.19,3.6,40.73,44.99
4.87,3.28,60.22,56.21
5.52,2.99,94.87,55.35
2.43,1,22.42,57.2
5.67,5,44.23,74.68
1.63,2.92,9.26,100
3.32,3.39,51.75,67.76
4.72,5,91.44,87.55
2.22,2.57,70.53,78.07
5.46,1,82.9,44.08
2.04,2.909313072,68.62,89.71
5.26,3,54.12,51.84
3.66,2.73,62.71,74.29
4.5,2.81,51.1,52.08
2.03,3.37,97.39,77.09
1,2.58,8.29,78.47
6.59,2.55,91.2,53.26
2.75,1,58.46,63.23
5.6,1,69.61,50.62
6.78,3.17,70.75,51.39
2.69,4.64,27.36,86.45
2.27,3.19,93.29,91.83
4.65,4.43,45.6,59.85
6.77,2.909313072,68.31,37.7
6.08,2.24,83.12,72.61
4.41,1.43,30.53,46.93
5.37,3.44,67.36,46.22
1.93,3.26,86.68,79.78
6.7,4,30.82,69.62
7,1,60.04,36.82
2.07,1.8,90.38,64.94
2.69,1.98,90.27,78.89
2.08,1,74.88,66.98
2.2,4.07,76.33,73.62
5.98,1,84.8,60.43
3.76,1.74,75.46,72.2
1.72,3.05,70.85,58.78
3.29,1,99.74,61.33
6.42,3.28,57.38,61.22
4.3,2.54,51.73,77.57
3.04,1,94.29,66.31
2.49,2.25,84.36,61.95
7,1,94.05,36.88
5.76,1.43,66.82,60.15
2.48,5,63.6,82.85
1.07,1,92.56,82.42
1.17,3.52,34.95,89.6
1.59,5,85.48,88.21
4.73,3.74,57.39,81.08
6.94,2.86,87.79,39.86
4.23,1.8,44.1,59.56
6.21,1,63.43,36.14
3.95,4.27,74.73,81.4
5.49,4.97,59.14,73.51
5.37,2.3,50.59,56.9
1.88,1.13,81.87,58.45
2.95,1.89,77.08,67.47
3.958567264,2.99,61.01,48.82
3.958567264,2.24,87.65,84.95
3.25,1.83,65.17,56.33
4.62,1.09,4.82,41.03
6.49,1.92,73.56,63.29
4.14,3.8,83.81,63.8
6.25,4.41,59.86,65.63
3.72,2.31,18.7,44.68
6.21,5,69.82,73.43
4.66,3.06,62.76976795,59.06
6.06,5,2.69,80.01
3.19,2.78,72.39,65.24
4.69,4,85.35,87.59
5.19,5,34.11,77.43
3.07,1.31,59.61,76.85
1.97,4.54,43.92,91.86
1.83,3.09,66.78,80.3
1,2.26,1.09,65.55
5.86,1.98,75.71,38.33
2.29,3.16,88.32,84.04
2.04,3.69,80.01,88.88
5.12,3.89,51.16,69.06
2.62,2.4,66.07,63.59
3.67,4.38,64.91,60.3
2.09,2.51,37.21,59.35
6.95,2.909313072,74.28,62.3
6.31,1,77.11,48.2
3.958567264,2.62,88.31,81.54
3.958567264,2.72,69.66,62.36
5.95,3.77,72,54.24
2.32,3.4,76.75,97.63
1,2.63,1.08,77.73
1.5,1,4.28,73.6
4.78,4.58,92.56,72.58
3.57,2.94,72.75,48.26
3.72,5,50.01,74.31
1.22,2.35,0.99,88.96
3.18,1.03,56.22,57.25
5.1,3.05,62.23,60.94
3.66,1.8,20.77,44.33
5.57,4,58.99,70.17
2.83,4.5,5.67,93.46
3.958567264,5,78.98,77.51
4.7,3.17,97.8,68.33
2.07,2.1,62.76976795,69.9
2.61,2.74,74.28,53.09
4.71,2.61,98.87,80.98
6.34,3.94,91.32,62.31
3.38,4.44,86.43,71.04
2.52,2.63,59.45,86.07
6.13,1,88.47,48.51
5.33,1.8,67.38,45.46
4.14,1.8,76.53,53.41
3.76,1,80.46,62.66
2.21,1,8.34,56.84
4.97,2.81,86.33,66.18
3.55,1.26,48.66,66.82
6.96,1.52,31.67,31.61
3.49,3.8,0,82.23
3.79,3.42,55.93,60.82
4.45,3.55,64.8,69.73
6.42,3.2,38.28,48.71
5.49,2.85,56.23,53.04
3.25,4.54,70.93,80.3
5.5,1,77.47,50.18
5.01,4.6,64.27,62.93
4.37,4,76.57,87.23
2.33,4.95,87.16,79.31
4.12,3.71,50.67,52.52
2.23,1,95.02,73.04
6.61,3.52,69.33,57.04
2.57,5,93.46,94.69
6.92,1.96,51.95,25.95
4.67,1.09,57.28,46.58
5.15,2.1,66.13,54.03
4.29,1.73,67.27,50.36
2.07,3.66,92.39,74.35
3.69,1.8,50.56,47.83
1.31,2.58,82.06,73.1
5.03,2.32,56.57,38.6
3.45,2.74,91.16,86.42
6.05,1,88.93,50.24
1.92,1,52.41,68.84
1.67,1,60.63,66.7
3.66,2.73,81.72,87.14
6.23,2.02,0.7,56.71
4.92,4.96,59.5,69.41
3.57,3.02,81.33,59.28
4.43,2.35,60.69,86.49
1.28,3.43,94.55,81.44
7,3.65,79.66,41
5.31,1.3,76.93,62.61
3.958567264,2.29,99.92,95.01
4.66,5,6.32,72.79
1.2,5,71.01,90.62
6.67,4.51,59.13,74.09
1.81,1,31.91,62.2
4.54,4.3,17.3,49.47
2.36,2.66,81.7,57.76
5.16,5,54.79,74.37
5.89,1,68.66,38.74
5.14,5,7.52,76.96
5.1,1.32,77.38,61.32
6,2.27,99.58,55.95
1.03,2.76,61.05,53.88
3.02,3.91,68.79,59.22
1.99,5,56.61,86.47
7,1,80.38,35.99
3.35,4.23,59.3,67.81
5.39,1.8,74.1,44.85
4.97,3.28,62.29,55.29
2.14,2.49,54.76,62.63
2.36,1.01,76.96,68.57
2.21,4.31,58.56,81.67
3.05,1.74,70.28,67.89
2.42,2.9,71.76,61.66
1,3.16,6.19,94.66
6.56,1.37,62.76976795,44.43
6.56,3.64,86.72,48.19
2.65,4.78,70.01,76.61
2.77,1,86.77,67.64
1,4.52,1.44,91.16
4.62,1.97,52.73,51.77
5.59,3.89,72.8,64.83
1.7,5,87.34,95.12
1.77,1,79.16,66
6.04,2.14,58.76,52.14
5.04,1.28,67.02,57.19
1,1.4,5.22,68.02
4.36,3.24,63.07,67.68
2.98,4.84,0.06,77.48
3.51,1.94,75.74,71.66
6.08,1.15,92.74,71
5.38,2.04,87.1,45.79
3.31,4.02,91.76,76.47
6.91,4.97,94.18,68.02
3.77,4.1,70.81,68.57
5.19,2.86,67.3,46.27
4.08,5,52.88,70.2
6.18,1.45,96.52,51.82
6.02,2.18,15.86,54.06
1.51,3.75,65.82,87.43
6.28,1.52,68.91,51.66
6.19,3.68,97.44,77.41
5.99,2.54,70.98,68.1
